OpenTime,Open,High,Low,Close,Volume,CloseTime,QuoteAssetVolume,NumberOfTrades,TakerBuyBaseAssetVolume,TakerBuyQuoteAssetVolume,Ignore,Change
1530000000000.0,7714.26,7760.52,7446.5,7487.0,32258.83512,1530000000000.0,244167051.2,307003,17730.33582,134226423.8,0,-2.945972782872242
1530000000000.0,7487.0,7679.49,7358.0,7625.0,31722.97338,1530000000000.0,237722147.7,236865,17315.6884,129807510.9,0,1.8431948711099237
1530000000000.0,7626.64,7699.0,7467.05,7658.84,27229.9919,1530000000000.0,207006657.8,257573,15071.58787,114621117.2,0,0.4222042734415132
1530000000000.0,7658.79,7765.0,7620.0,7691.08,25062.2272,1530000000000.0,192949056.8,244186,14415.5552,110989280.3,0,0.42160706847948515
1530000000000.0,7691.08,7703.5,7531.0,7603.44,23396.80467,1530000000000.0,178204158.4,321734,13038.95834,99303699.2,0,-1.139501864497578
1530000000000.0,7603.44,7683.98,7450.0,7491.73,19339.88518,1530000000000.0,147171153.4,278971,10653.46212,81075317.68,0,-1.4692034131919243
1530000000000.0,7491.73,7491.73,6622.81,6764.99,52342.02003,1530000000000.0,367338754.6,471088,25976.24667,182618941.8,0,-9.700563154304811
1530000000000.0,6765.0,6922.0,6610.0,6872.0,34552.1623,1530000000000.0,233056682.9,203442,18716.66706,126255580.9,0,1.581670362158167
1530000000000.0,6872.0,6890.51,6435.0,6530.0,36722.21119,1530000000000.0,245787800.8,224658,19299.73551,129341138.0,0,-4.976717112922002
1530000000000.0,6530.0,6627.6,6118.68,6292.78,46185.5181,1530000000000.0,295395681.7,266517,25367.24336,162375277.4,0,-3.6327718223583503
1530000000000.0,6292.78,6720.0,6260.0,6635.98,44478.13084,1530000000000.0,289074808.8,256384,23838.21857,154927680.5,0,5.453869355038629
1530000000000.0,6638.67,6666.66,6362.31,6388.9,30018.32991,1530000000000.0,196192096.1,184938,16192.45245,105856682.8,0,-3.762349988777879
